Feature,Importance
BURO_AMT_CREDIT_SUM_LIMIT_SUM,0.00027659515325032137
WEEKDAY_APPR_PROCESS_START_MONDAY,0.0002739100222094044
BURO_CREDIT_TYPE_Anothertypeofloan_MEAN,0.00025991439073208826
FLAG_EMP_PHONE,0.0002596851093311204
CNT_FAM_MEMBERS,0.0002221562523889378
PREV_NAME_GOODS_CATEGORY_DirectSales_MEAN,0.0002167343182130878
PREV_CHANNEL_TYPE_RegionalLocal_MEAN,0.000212268857511492
ORGANIZATION_TYPE_Transporttype4,0.00020758676129933117
PREV_CODE_REJECT_REASON_SCO_MEAN,0.00020419049197388408
PREV_NAME_GOODS_CATEGORY_ConstructionMaterials_MEAN,0.0001959805541707074
BURO_CREDIT_ACTIVE_Sold_MEAN,0.00018351873149130348
PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,0.0001804454828610344
PREV_NAME_SELLER_INDUSTRY_Autotechnology_MEAN,0.0001717433414063745
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,0.00014126746787800504
PREV_PRODUCT_COMBINATION_POSotherwithinterest_MEAN,0.00012516160198528211
OCCUPATION_TYPE_Privateservicestaff,0.00011672504507651802
OCCUPATION_TYPE_Securitystaff,0.00010321434833107245
NAME_FAMILY_STATUS_Separated,7.64306874312587e-05
APPROVED_RATE_DOWN_PAYMENT_MIN,7.557712967643522e-05
REG_REGION_NOT_WORK_REGION,7.429683899238637e-05
OCCUPATION_TYPE_Cleaningstaff,6.478263953534033e-05
CNT_CHILDREN,4.881930325887325e-05
CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,3.943016570127424e-05
PREV_NAME_GOODS_CATEGORY_Insurance_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_Jewelry_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_MedicalSupplies_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_Medicine_MEAN,0.0
NAME_TYPE_SUITE_Other_B,0.0
PREV_NAME_GOODS_CATEGORY_OfficeAppliances_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_Other_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_Homewares_MEAN,0.0
FLAG_OWN_REALTY,0.0
PREV_NAME_GOODS_CATEGORY_SportandLeisure_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_Tourism_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_Vehicles_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_HouseConstruction_MEAN,0.0
FLAG_DOCUMENT_8,0.0
PREV_NAME_GOODS_CATEGORY_Gardening_MEAN,0.0
FLAG_DOCUMENT_5,0.0
PREV_NAME_GOODS_CATEGORY_AdditionalService_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_AutoAccessories_MEAN,0.0
PREV_NAME_CLIENT_TYPE_nan_MEAN,0.0
FLAG_DOCUMENT_4,0.0
NAME_TYPE_SUITE_Other_A,0.0
PREV_NAME_CLIENT_TYPE_XNA_MEAN,0.0
FLAG_DOCUMENT_6,0.0
LIVE_REGION_NOT_WORK_REGION,0.0
PREV_NAME_GOODS_CATEGORY_Education_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_Fitness_MEAN,0.0
FLAG_DOCUMENT_7,0.0
NAME_TYPE_SUITE_Unaccompanied,0.0
PREV_NAME_GOODS_CATEGORY_Animals_MEAN,0.0
FLAG_DOCUMENT_2,0.0
PREV_NAME_GOODS_CATEGORY_Weapon_MEAN,0.0
FLAG_CONT_MOBILE,0.0
PREV_NAME_GOODS_CATEGORY_nan_MEAN,0.0
PREV_NAME_PORTFOLIO_Cars_MEAN,0.0
POS_COUNT,0.0
PREV_CHANNEL_TYPE_nan_MEAN,0.0
POS_NAME_CONTRACT_STATUS_nan_MEAN,0.0
PREV_PRODUCT_COMBINATION_CardStreet_MEAN,0.0
PREV_NAME_YIELD_GROUP_nan_MEAN,0.0
POS_NAME_CONTRACT_STATUS_XNA_MEAN,0.0
AMT_REQ_CREDIT_BUREAU_WEEK,0.0
PREV_NAME_TYPE_SUITE_Other_B_MEAN,0.0
POS_NAME_CONTRACT_STATUS_Amortizeddebt_MEAN,0.0
PREV_NAME_SELLER_INDUSTRY_Jewelry_MEAN,0.0
PREV_NAME_SELLER_INDUSTRY_MLMpartners_MEAN,0.0
FLAG_DOCUMENT_20,0.0
POS_NAME_CONTRACT_STATUS_Returnedtothestore_MEAN,0.0
PREV_NAME_SELLER_INDUSTRY_Tourism_MEAN,0.0
POS_NAME_CONTRACT_STATUS_Approved_MEAN,0.0
POS_NAME_CONTRACT_STATUS_Demand_MEAN,0.0
PREV_NAME_SELLER_INDUSTRY_nan_MEAN,0.0
AMT_REQ_CREDIT_BUREAU_HOUR,0.0
FLAG_DOCUMENT_21,0.0
FLAG_DOCUMENT_19,0.0
PREV_PRODUCT_COMBINATION_CashStreetmiddle_MEAN,0.0
FLAG_DOCUMENT_17,0.0
FLAG_DOCUMENT_11,0.0
NAME_TYPE_SUITE_Groupofpeople,0.0
FLAG_DOCUMENT_9,0.0
PREV_NAME_PORTFOLIO_nan_MEAN,0.0
FLAG_DOCUMENT_10,0.0
FLAG_WORK_PHONE,0.0
POS_NAME_CONTRACT_STATUS_Canceled_MEAN,0.0
NAME_TYPE_SUITE_Children,0.0
ENTRANCES_MODE,0.0
PREV_NAME_PRODUCT_TYPE_nan_MEAN,0.0
